,0
0,0.4027247682936728
1,-1.1545458930482184
2,1.077085053814768
3,2.1501857404016476
4,-0.9113679131085164
5,-0.7292780801548951
6,1.5389748776860919
7,0.8245780731112035
8,-0.07797079308161405
9,0.3162338682482609
10,0.2736975443796991
11,0.5760185469381719
12,-1.8925388879028868
13,0.6420457682706522
14,0.6811969716497164
15,1.5444103953426926
16,0.9746915026270512
17,-0.4421711116066026
18,-0.09224712049846856
19,1.3688203702887527
20,0.6405398517631817
21,1.0706694745357568
22,0.2802238099592157
23,0.828494719414448
24,-0.619815275140384
25,0.5856142377806257
26,1.055577514714419
27,-0.4879754374186355
28,0.8102097860487822
29,0.013542339677738439
30,-1.0113678154789556
31,0.12738082792462865
32,-0.7981876739790638
33,-0.3818603761893154
34,-0.5687707620199479
35,-0.11580152064125833
36,0.5336024451901125
37,0.40889752178612976
38,0.9972118972916929
39,-0.35121268379550763
40,-0.3175478188853262
41,0.4336271754339213
42,-0.1929798912292218
43,0.2385266511023355
44,1.5974026929574299
45,-0.04478288319247196
46,0.6956861645861309
47,0.7783257960148394
48,-0.7143462546212425
49,0.44556689679737815
50,0.33673739408865405
51,-0.0455004703238144
52,-2.413348495609712
53,-0.5012975836299385
54,-1.9757562048287811
55,-0.5171986915404805
56,-1.1596902460317795
57,1.1943078918119792
58,0.955654188128377
59,0.355731085099044
60,1.1134914820901747
61,0.9818295188772471
62,-0.2117712041414961
63,-0.6041352681056422
64,0.3537088541933688
65,-0.0078142783724553
66,1.7586787276365448
67,0.6443390814183315
68,-0.33194818658343034
69,0.05899743943495081
70,-0.6414501921548393
71,-0.6799408125849793
72,0.4616287200432909
73,0.2742455521284121
74,1.7548124753945338
75,1.1347904107158586
76,0.4354519573179149
77,2.272829476694813
78,0.8133836912158626
79,2.233160235813721
80,0.6386018302091059
81,2.2489202653350477
82,1.1626531629451184
83,0.75296585804228
84,0.681308127758602
85,-1.5017334741157158
86,-0.4216354062357315
87,-0.68115003623666
88,0.7719670907710827
89,-1.0856090613630085
90,1.2600707950508472
91,0.5738323752702355
92,0.21025718790621525
93,0.10879986920150277
94,0.2818841026559667
95,0.5039517181778862
96,-0.2587556128348239
97,0.11482686855413124
98,0.4585717757356704
99,1.3729420497997464
100,0.6493052236148373
101,-0.6888420917891711
102,-0.20323182708092186
103,0.7186048061327579
